project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-000958,Palwal Power Project Greenfield Connector,Power Project,Haryana,Palwal,USR-00869,18,2185.99,162,217,10212922016.58,2018-12-14,2022-12-13,Compensation,Active,2018-12-14 09:00:00,2019-07-25 09:00:00
LG-000959,Kanyakumari Railway Metro Line Extension,Railway,Tamil Nadu,Kanyakumari,USR-00976,17,5219.83,3360,8279,66572003619.22,2018-03-26,2023-03-25,Possession,Active,2018-03-26 09:00:00,2018-11-02 09:00:00
LG-000960,Surajpur Power Project Irrigation Modernization,Power Project,Chhattisgarh,Surajpur,USR-00926,22,1397.14,4649,6655,38516281140.16,2023-08-10,2029-08-08,Possession,Active,2023-08-10 09:00:00,2024-01-28 09:00:00
LG-000961,Jayashankar Bhupalpally Highway Greenfield Connector,Highway,Telangana,Jayashankar Bhupalpally,USR-00900,38,7480.03,4329,6868,38542742929.89,2022-02-16,2028-02-15,Land Identification,Active,2022-02-16 09:00:00,2022-11-27 09:00:00
LG-000962,Shahdol Canal Ring Road Phase II,Canal,Madhya Pradesh,Shahdol,USR-00974,21,2666.63,2736,4556,30030819000.11,2020-03-22,2025-03-21,Compensation,Active,2020-03-22 09:00:00,2020-05-30 09:00:00
LG-000963,Shamli Highway Irrigation Modernization,Highway,Uttar Pradesh,Shamli,USR-00919,12,901.86,4734,5419,81151899885.97,2021-09-03,2023-09-03,Approval,Active,2021-09-03 09:00:00,2022-02-12 09:00:00
LG-000964,West Champaran Industrial Corridor Irrigation Modernization,Industrial Corridor,Bihar,West Champaran,USR-00908,24,6234.89,3834,9154,5856266514.51,2019-01-13,2022-01-12,Objection/Hearing,Active,2019-01-13 09:00:00,2019-09-08 09:00:00
LG-000965,Indore Highway Ring Road Phase II,Highway,Madhya Pradesh,Indore,USR-00982,35,6215.77,4912,7612,58654909703.2,2023-06-25,2028-06-23,Objection/Hearing,Active,2023-06-25 09:00:00,2024-01-10 09:00:00
LG-000966,Madhubani Airport Expressway Development,Airport,Bihar,Madhubani,USR-01008,21,508.19,2008,4266,16102068536.48,2018-09-16,2021-09-15,Legal Resolution,Active,2018-09-16 09:00:00,2019-02-07 09:00:00
LG-000967,Saharanpur Urban Development Expressway Development,Urban Development,Uttar Pradesh,Saharanpur,USR-00910,32,2150.02,1976,4440,67961016401.0,2019-10-07,2024-10-05,R&R,Active,2019-10-07 09:00:00,2019-12-28 09:00:00
LG-000968,Lucknow Power Project Power Grid Link,Power Project,Uttar Pradesh,Lucknow,USR-00919,37,3408.27,591,1165,78942961476.69,2021-07-10,2025-07-09,Notification,Active,2021-07-10 09:00:00,2021-08-01 09:00:00
LG-000969,Belagavi Power Project Metro Line Extension,Power Project,Karnataka,Belagavi,USR-00924,22,5813.68,2618,5475,17859773110.36,2020-04-16,2024-04-15,R&R,On Hold,2020-04-16 09:00:00,2020-11-08 09:00:00
LG-000970,Ramanathapuram Power Project Expressway Development,Power Project,Tamil Nadu,Ramanathapuram,USR-00976,19,1479.8,1882,3059,17631605341.61,2021-11-26,2023-11-26,Legal Resolution,Completed,2021-11-26 09:00:00,2022-02-08 09:00:00
LG-000971,Ghaziabad Urban Development Smart City Water Network,Urban Development,Uttar Pradesh,Ghaziabad,USR-00919,7,5487.46,1645,2479,47848298230.33,2018-06-04,2024-06-02,Notification,Active,2018-06-04 09:00:00,2019-01-14 09:00:00
LG-000972,Dausa Airport Expressway Development,Airport,Rajasthan,Dausa,USR-00912,7,599.68,1524,2749,97651491155.94,2021-08-10,2027-08-09,Survey,Active,2021-08-10 09:00:00,2021-09-20 09:00:00
LG-000973,Sahibzada Ajit Singh Nagar Canal Greenfield Connector,Canal,Punjab,Sahibzada Ajit Singh Nagar,USR-00957,36,9510.49,4251,8691,62211767623.84,2018-09-20,2022-09-19,Compensation,Active,2018-09-20 09:00:00,2019-05-14 09:00:00
LG-000974,Giridih Highway Irrigation Modernization,Highway,Jharkhand,Giridih,USR-01000,18,9984.42,1257,3061,52251321735.41,2019-07-14,2023-07-13,Final Handover,Active,2019-07-14 09:00:00,2019-09-04 09:00:00
LG-000975,Bhagalpur Railway Ring Road Phase II,Railway,Bihar,Bhagalpur,USR-00979,20,6698.15,2302,5205,11776936883.14,2019-10-09,2024-10-07,R&R,Active,2019-10-09 09:00:00,2020-04-26 09:00:00
LG-000976,Meerut Power Project Power Grid Link,Power Project,Uttar Pradesh,Meerut,USR-00910,15,6875.51,4294,8644,71856616524.81,2023-03-05,2028-03-03,Objection/Hearing,Active,2023-03-05 09:00:00,2023-11-16 09:00:00
LG-000977,Mirzapur Highway Power Grid Link,Highway,Uttar Pradesh,Mirzapur,USR-00910,3,6977.05,4431,10373,64274882872.83,2020-09-24,2024-09-23,Legal Resolution,Active,2020-09-24 09:00:00,2021-06-27 09:00:00
LG-000978,Chengalpattu Railway Industrial Cluster Feeder,Railway,Tamil Nadu,Chengalpattu,USR-00888,30,6446.13,159,326,43057515862.51,2020-05-14,2024-05-13,Objection/Hearing,Completed,2020-05-14 09:00:00,2020-06-11 09:00:00
LG-000979,Narmadapuram Urban Development Ring Road Phase II,Urban Development,Madhya Pradesh,Narmadapuram,USR-00982,11,4696.89,2111,3554,75080093874.24,2023-02-18,2025-02-17,Land Identification,Completed,2023-02-18 09:00:00,2023-10-19 09:00:00
LG-000980,Khandwa Urban Development Bypass Construction,Urban Development,Madhya Pradesh,Khandwa,USR-00940,13,2893.77,4685,9821,61578181868.63,2024-08-06,2028-08-05,R&R,Active,2024-08-06 09:00:00,2025-05-21 09:00:00
LG-000981,Agra Urban Development Smart City Water Network,Urban Development,Uttar Pradesh,Agra,USR-00919,7,7002.13,3141,6062,54917053997.65,2023-07-03,2027-07-02,Land Identification,Active,2023-07-03 09:00:00,2024-03-30 09:00:00
LG-000982,Meerut Railway Power Grid Link,Railway,Uttar Pradesh,Meerut,USR-00919,24,3468.04,4475,6381,60467338993.97,2022-12-09,2028-12-07,Compensation,Completed,2022-12-09 09:00:00,2023-08-18 09:00:00
LG-000983,Mainpuri Water Supply Power Grid Link,Water Supply,Uttar Pradesh,Mainpuri,USR-00919,10,9426.02,3936,8122,48449724098.71,2020-10-15,2022-10-15,Compensation,Completed,2020-10-15 09:00:00,2020-12-24 09:00:00
LG-000984,Bijnor Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Uttar Pradesh,Bijnor,USR-00910,14,1033.8,4186,6378,39426358319.51,2024-09-10,2026-09-10,Final Handover,Completed,2024-09-10 09:00:00,2024-12-18 09:00:00
LG-000985,Erode Airport Power Grid Link,Airport,Tamil Nadu,Erode,USR-00888,26,4039.41,1399,3184,78833226581.13,2023-08-13,2027-08-12,Objection/Hearing,Active,2023-08-13 09:00:00,2024-02-02 09:00:00
LG-000986,Udalguri Railway Ring Road Phase II,Railway,Assam,Udalguri,USR-01014,31,5907.88,4796,9566,53109155102.21,2018-05-12,2024-05-10,Land Identification,Active,2018-05-12 09:00:00,2018-09-21 09:00:00
LG-000987,Mahasamund Water Supply Freight Corridor Expansion,Water Supply,Chhattisgarh,Mahasamund,USR-00911,14,4392.2,2047,3448,29139844020.64,2021-03-01,2024-02-29,Compensation,Active,2021-03-01 09:00:00,2021-09-28 09:00:00
LG-000988,Mirzapur Urban Development Freight Corridor Expansion,Urban Development,Uttar Pradesh,Mirzapur,USR-00919,17,663.21,4406,9784,25409501067.59,2023-04-13,2026-04-12,Objection/Hearing,Active,2023-04-13 09:00:00,2023-08-18 09:00:00
LG-000989,Beawar Water Supply Industrial Cluster Feeder,Water Supply,Rajasthan,Beawar,USR-01018,23,2505.42,3475,5650,88214205140.45,2023-01-11,2029-01-09,Documentation,Active,2023-01-11 09:00:00,2023-07-31 09:00:00
LG-000990,NTR Water Supply Irrigation Modernization,Water Supply,Andhra Pradesh,NTR,USR-00935,18,6717.44,978,2379,54133237579.71,2022-05-03,2026-05-02,Compensation,Active,2022-05-03 09:00:00,2022-10-28 09:00:00
LG-000991,Gopalganj Metro Smart City Water Network,Metro,Bihar,Gopalganj,USR-00908,7,6369.17,481,1194,15155212925.01,2021-10-06,2024-10-05,Possession,Active,2021-10-06 09:00:00,2022-01-13 09:00:00
LG-000992,Sivaganga Highway Irrigation Modernization,Highway,Tamil Nadu,Sivaganga,USR-00976,9,9309.33,765,1060,27448159442.23,2020-02-07,2022-02-06,Final Handover,Active,2020-02-07 09:00:00,2020-03-08 09:00:00
LG-000993,East Godavari Power Project Freight Corridor Expansion,Power Project,Andhra Pradesh,East Godavari,USR-00935,16,1705.02,1050,1367,87925911578.3,2021-09-17,2023-09-17,Notification,Active,2021-09-17 09:00:00,2022-02-08 09:00:00
LG-000994,Mahasamund Railway Greenfield Connector,Railway,Chhattisgarh,Mahasamund,USR-00911,34,3953.11,1548,3330,6836841406.49,2022-08-14,2024-08-13,Objection/Hearing,Active,2022-08-14 09:00:00,2022-09-26 09:00:00
LG-000995,Bikaner Water Supply Metro Line Extension,Water Supply,Rajasthan,Bikaner,USR-00943,17,3563.81,1024,1301,68052044638.39,2018-04-15,2021-04-14,Final Handover,Active,2018-04-15 09:00:00,2018-10-09 09:00:00
LG-000996,Jayashankar Bhupalpally Urban Development Greenfield Connector,Urban Development,Telangana,Jayashankar Bhupalpally,USR-00893,1,5020.35,3134,3899,33070302062.76,2023-07-09,2026-07-08,R&R,Active,2023-07-09 09:00:00,2023-08-07 09:00:00
LG-000997,Nagapattinam Water Supply Expressway Development,Water Supply,Tamil Nadu,Nagapattinam,USR-00976,8,1178.37,4397,9975,82727759978.57,2021-10-14,2024-10-13,Approval,Active,2021-10-14 09:00:00,2022-07-30 09:00:00
LG-000998,Kurukshetra Dam Metro Line Extension,Dam,Haryana,Kurukshetra,USR-00869,34,1268.44,1539,2780,19502174536.6,2019-02-04,2024-02-03,Notification,Active,2019-02-04 09:00:00,2019-08-08 09:00:00
LG-000999,Rajanna Sircilla Urban Development Industrial Cluster Feeder,Urban Development,Telangana,Rajanna Sircilla,USR-00893,38,5346.43,4711,9509,9149270600.91,2023-12-21,2028-12-19,Possession,Active,2023-12-21 09:00:00,2024-07-19 09:00:00
LG-001000,Chatra Canal Metro Line Extension,Canal,Jharkhand,Chatra,USR-01000,12,6194.01,4325,7172,16727473623.38,2021-02-05,2025-02-04,Land Identification,Active,2021-02-05 09:00:00,2021-11-26 09:00:00
LG-001001,Dewas Canal Irrigation Modernization,Canal,Madhya Pradesh,Dewas,USR-00940,19,8370.54,3391,5744,14857856059.11,2023-12-13,2025-12-12,Legal Resolution,On Hold,2023-12-13 09:00:00,2024-07-06 09:00:00
LG-001002,Azamgarh Water Supply Freight Corridor Expansion,Water Supply,Uttar Pradesh,Azamgarh,USR-00910,6,2576.2,2560,5397,69399147996.49,2022-05-15,2027-05-14,Final Handover,Active,2022-05-15 09:00:00,2022-09-15 09:00:00
LG-001003,Madurai Highway Ring Road Phase II,Highway,Tamil Nadu,Madurai,USR-00976,2,7248.95,974,1977,51512090881.6,2023-11-05,2025-11-04,Final Handover,Active,2023-11-05 09:00:00,2024-08-04 09:00:00
LG-001004,Jhansi Highway Power Grid Link,Highway,Uttar Pradesh,Jhansi,USR-00910,21,6837.86,1664,3212,25296807881.32,2020-05-28,2025-05-27,Compensation,Active,2020-05-28 09:00:00,2021-02-25 09:00:00
LG-001005,Pudukkottai Industrial Corridor Irrigation Modernization,Industrial Corridor,Tamil Nadu,Pudukkottai,USR-00888,10,8987.22,2061,3764,5777234732.27,2021-04-27,2023-04-27,R&R,Active,2021-04-27 09:00:00,2021-09-20 09:00:00
LG-001006,Jalore Railway Power Grid Link,Railway,Rajasthan,Jalore,USR-00907,4,5449.32,3228,6253,47770976251.73,2023-12-02,2029-11-30,Survey,On Hold,2023-12-02 09:00:00,2024-04-25 09:00:00
LG-001007,Bhagalpur Highway Freight Corridor Expansion,Highway,Bihar,Bhagalpur,USR-00908,23,358.0,3608,4642,1649615486.79,2021-09-16,2025-09-15,Approval,On Hold,2021-09-16 09:00:00,2021-10-17 09:00:00
LG-001008,Panna Railway Expressway Development,Railway,Madhya Pradesh,Panna,USR-00940,8,2491.56,1658,3180,39065160883.18,2019-10-09,2025-10-07,Final Handover,Completed,2019-10-09 09:00:00,2019-11-14 09:00:00
LG-001009,Chitradurga Power Project Ring Road Phase II,Power Project,Karnataka,Chitradurga,USR-00882,22,6410.51,4683,8043,34703287413.53,2020-08-10,2026-08-09,Possession,Completed,2020-08-10 09:00:00,2021-05-19 09:00:00
LG-001010,Hazaribagh Dam Bypass Construction,Dam,Jharkhand,Hazaribagh,USR-01000,19,599.79,1630,2602,93419062775.32,2022-07-26,2027-07-25,Survey,Active,2022-07-26 09:00:00,2022-11-27 09:00:00
LG-001011,Kalimpong Dam Ring Road Phase II,Dam,West Bengal,Kalimpong,USR-00925,17,9711.2,1584,2457,90185662761.27,2024-01-24,2027-01-23,Approval,Active,2024-01-24 09:00:00,2024-09-03 09:00:00
LG-001012,Shivpuri Water Supply Freight Corridor Expansion,Water Supply,Madhya Pradesh,Shivpuri,USR-00974,23,4316.54,2780,6041,33798799859.24,2019-08-06,2024-08-04,Land Identification,Active,2019-08-06 09:00:00,2020-05-25 09:00:00
LG-001013,Mau Canal Smart City Water Network,Canal,Uttar Pradesh,Mau,USR-00910,8,3112.27,3506,4518,14497288729.05,2020-12-09,2022-12-09,Notification,Active,2020-12-09 09:00:00,2021-01-07 09:00:00
LG-001014,Ariyalur Power Project Industrial Cluster Feeder,Power Project,Tamil Nadu,Ariyalur,USR-00888,17,7319.86,2116,2529,29045530394.67,2024-09-23,2027-09-23,Legal Resolution,Active,2024-09-23 09:00:00,2025-05-01 09:00:00
LG-001015,Deoria Industrial Corridor Expressway Development,Industrial Corridor,Uttar Pradesh,Deoria,USR-00910,25,3368.17,2315,2908,98608261978.58,2023-08-18,2028-08-16,Notification,Completed,2023-08-18 09:00:00,2024-04-03 09:00:00
LG-001016,Kendujhar Water Supply Freight Corridor Expansion,Water Supply,Odisha,Kendujhar,USR-00933,29,9996.6,3289,4892,64632425575.72,2022-07-01,2026-06-30,Possession,Active,2022-07-01 09:00:00,2022-12-10 09:00:00
LG-001017,Jodhpur Rural Railway Greenfield Connector,Railway,Rajasthan,Jodhpur Rural,USR-00907,24,9706.33,2474,4232,29653117494.57,2024-02-12,2030-02-10,Land Identification,Active,2024-02-12 09:00:00,2024-12-04 09:00:00
LG-001018,Deogarh Highway Freight Corridor Expansion,Highway,Odisha,Deogarh,USR-01001,35,4880.07,2634,3008,11469907881.17,2020-04-28,2024-04-27,Objection/Hearing,Active,2020-04-28 09:00:00,2020-07-21 09:00:00
LG-001019,Junagadh Railway Greenfield Connector,Railway,Gujarat,Junagadh,USR-00975,38,1530.84,114,218,11424432680.83,2023-06-21,2028-06-19,Legal Resolution,On Hold,2023-06-21 09:00:00,2024-02-20 09:00:00
LG-001020,Yadadri Bhuvanagiri Power Project Irrigation Modernization,Power Project,Telangana,Yadadri Bhuvanagiri,USR-00893,31,9618.8,4182,5881,69827923569.48,2024-12-13,2029-12-12,Final Handover,Active,2024-12-13 09:00:00,2025-06-04 09:00:00
LG-001021,Ramanagara Power Project Metro Line Extension,Power Project,Karnataka,Ramanagara,USR-00882,1,5479.17,4460,10445,55548349303.3,2023-01-26,2028-01-25,Possession,Active,2023-01-26 09:00:00,2023-10-14 09:00:00
LG-001022,East Kameng Water Supply Industrial Cluster Feeder,Water Supply,Arunachal Pradesh,East Kameng,USR-00877,1,1438.98,2674,4167,54620975096.93,2020-04-10,2025-04-09,R&R,Active,2020-04-10 09:00:00,2020-11-11 09:00:00
LG-001023,Kanyakumari Canal Industrial Cluster Feeder,Canal,Tamil Nadu,Kanyakumari,USR-00888,33,8032.96,2391,4823,53602968828.26,2018-12-14,2020-12-13,Land Identification,Active,2018-12-14 09:00:00,2019-07-19 09:00:00
LG-001024,Ahmedabad Dam Bypass Construction,Dam,Gujarat,Ahmedabad,USR-00886,7,625.74,3282,5714,38988587660.74,2023-12-15,2025-12-14,Final Handover,Completed,2023-12-15 09:00:00,2024-03-08 09:00:00
LG-001025,Shravasti Power Project Industrial Cluster Feeder,Power Project,Uttar Pradesh,Shravasti,USR-00910,30,7617.08,2346,3687,95104050282.06,2018-05-12,2023-05-11,Land Identification,Active,2018-05-12 09:00:00,2018-11-16 09:00:00
LG-001026,Sultanpur Power Project Smart City Water Network,Power Project,Uttar Pradesh,Sultanpur,USR-00919,24,9543.41,1772,3416,35702850769.68,2022-04-13,2026-04-12,Compensation,Active,2022-04-13 09:00:00,2022-08-24 09:00:00
LG-001027,Prayagraj Water Supply Industrial Cluster Feeder,Water Supply,Uttar Pradesh,Prayagraj,USR-00919,34,9587.66,3312,5087,57028609793.7,2018-11-28,2021-11-27,Compensation,Active,2018-11-28 09:00:00,2019-05-22 09:00:00
LG-001028,Raisen Canal Greenfield Connector,Canal,Madhya Pradesh,Raisen,USR-00878,22,2608.08,899,1553,12777381195.25,2020-04-17,2025-04-16,Legal Resolution,Active,2020-04-17 09:00:00,2021-01-04 09:00:00
LG-001029,Tirupati Railway Expressway Development,Railway,Andhra Pradesh,Tirupati,USR-00935,13,7405.1,4782,11946,48935362578.63,2020-11-23,2023-11-23,Approval,On Hold,2020-11-23 09:00:00,2021-08-06 09:00:00
LG-001030,Sambhal Airport Metro Line Extension,Airport,Uttar Pradesh,Sambhal,USR-00910,27,732.31,545,935,12047539793.41,2020-05-04,2024-05-03,Compensation,Completed,2020-05-04 09:00:00,2020-05-15 09:00:00
LG-001031,Gadchiroli Canal Smart City Water Network,Canal,Maharashtra,Gadchiroli,USR-00901,23,8614.31,4621,5724,29048818758.01,2022-01-21,2024-01-21,Legal Resolution,Completed,2022-01-21 09:00:00,2022-11-04 09:00:00
LG-001032,Bankura Highway Smart City Water Network,Highway,West Bengal,Bankura,USR-00873,14,9740.74,3429,5484,56393432545.98,2020-08-28,2026-08-27,Survey,Completed,2020-08-28 09:00:00,2020-11-20 09:00:00
LG-001033,Pithoragarh Highway Bypass Construction,Highway,Uttarakhand,Pithoragarh,USR-00977,28,6154.41,4346,9384,50014158984.18,2020-05-27,2023-05-27,R&R,Completed,2020-05-27 09:00:00,2021-03-22 09:00:00
LG-001034,Kannauj Railway Power Grid Link,Railway,Uttar Pradesh,Kannauj,USR-00919,5,3408.99,1136,1997,88995171574.83,2022-11-25,2028-11-23,Documentation,Completed,2022-11-25 09:00:00,2023-02-15 09:00:00
LG-001035,Wayanad Airport Irrigation Modernization,Airport,Kerala,Wayanad,USR-00937,26,9048.2,21,70,71838181805.21,2023-07-08,2027-07-07,Survey,Active,2023-07-08 09:00:00,2023-11-21 09:00:00
LG-001036,Seoni Canal Power Grid Link,Canal,Madhya Pradesh,Seoni,USR-00878,18,6095.78,2587,4188,4171838066.44,2020-06-20,2026-06-19,Approval,Cancelled,2020-06-20 09:00:00,2020-10-25 09:00:00
LG-001037,Kannauj Canal Industrial Cluster Feeder,Canal,Uttar Pradesh,Kannauj,USR-00919,19,3052.9,4525,7385,50715845457.09,2018-04-03,2020-04-02,Compensation,Completed,2018-04-03 09:00:00,2018-07-07 09:00:00
LG-001038,Chhatarpur Power Project Irrigation Modernization,Power Project,Madhya Pradesh,Chhatarpur,USR-00974,25,4399.9,2738,6817,85014185524.16,2022-06-16,2028-06-14,Approval,Active,2022-06-16 09:00:00,2022-08-01 09:00:00
LG-001039,Rajnandgaon Railway Bypass Construction,Railway,Chhattisgarh,Rajnandgaon,USR-00926,27,8323.2,1071,1952,77860577465.9,2024-05-25,2029-05-24,Approval,Active,2024-05-25 09:00:00,2024-09-16 09:00:00
LG-001040,Dholpur Industrial Corridor Power Grid Link,Industrial Corridor,Rajasthan,Dholpur,USR-00907,19,1297.85,2168,4509,90851957063.74,2024-06-05,2027-06-05,Objection/Hearing,Active,2024-06-05 09:00:00,2025-02-18 09:00:00
LG-001041,Shamli Canal Freight Corridor Expansion,Canal,Uttar Pradesh,Shamli,USR-00910,15,2738.73,3356,7662,42314342596.22,2022-03-09,2025-03-08,Documentation,Active,2022-03-09 09:00:00,2022-10-16 09:00:00
LG-001042,Khammam Power Project Smart City Water Network,Power Project,Telangana,Khammam,USR-00900,31,2954.16,4489,6915,96931324219.64,2023-01-28,2027-01-27,R&R,Completed,2023-01-28 09:00:00,2023-11-21 09:00:00
LG-001043,Jalore Dam Expressway Development,Dam,Rajasthan,Jalore,USR-01004,21,7576.79,4081,7006,86064761939.98,2019-04-02,2022-04-01,Objection/Hearing,Active,2019-04-02 09:00:00,2019-05-17 09:00:00
LG-001044,Darbhanga Industrial Corridor Power Grid Link,Industrial Corridor,Bihar,Darbhanga,USR-00978,19,202.6,3350,7987,73386963104.53,2021-07-10,2024-07-09,Notification,Completed,2021-07-10 09:00:00,2021-12-26 09:00:00
LG-001045,Kekri Power Project Industrial Cluster Feeder,Power Project,Rajasthan,Kekri,USR-00912,40,8178.29,4342,5538,43785119812.92,2022-07-26,2024-07-25,Approval,On Hold,2022-07-26 09:00:00,2023-04-13 09:00:00
LG-001046,Ganderbal Railway Industrial Cluster Feeder,Railway,Jammu and Kashmir,Ganderbal,USR-00939,11,1159.74,155,324,76485969059.51,2019-07-28,2023-07-27,Legal Resolution,Active,2019-07-28 09:00:00,2019-10-23 09:00:00
LG-001047,Baloda Bazar Metro Metro Line Extension,Metro,Chhattisgarh,Baloda Bazar,USR-00926,38,5281.57,4082,6295,19710684188.78,2019-10-10,2021-10-09,Possession,Active,2019-10-10 09:00:00,2020-08-01 09:00:00
LG-001048,Faridkot Metro Metro Line Extension,Metro,Punjab,Faridkot,USR-00957,28,2906.33,1420,3466,26125221910.11,2020-06-08,2024-06-07,Notification,Completed,2020-06-08 09:00:00,2020-07-10 09:00:00
LG-001049,Lucknow Highway Greenfield Connector,Highway,Uttar Pradesh,Lucknow,USR-00919,37,680.64,1572,2682,72107038678.29,2019-02-15,2023-02-14,Documentation,Completed,2019-02-15 09:00:00,2019-10-14 09:00:00
LG-001050,Auraiya Water Supply Freight Corridor Expansion,Water Supply,Uttar Pradesh,Auraiya,USR-00910,1,7539.81,2426,3796,88464226557.28,2022-08-17,2026-08-16,Land Identification,Active,2022-08-17 09:00:00,2023-04-03 09:00:00
LG-001051,Kumuram Bheem Power Project Bypass Construction,Power Project,Telangana,Kumuram Bheem,USR-00899,23,1181.03,3950,7501,46469278528.52,2019-09-14,2024-09-12,Approval,On Hold,2019-09-14 09:00:00,2019-10-29 09:00:00
LG-001052,Medak Highway Greenfield Connector,Highway,Telangana,Medak,USR-00945,21,5973.83,2060,2662,17623516134.29,2024-04-13,2028-04-12,Documentation,Active,2024-04-13 09:00:00,2024-08-13 09:00:00
LG-001053,Morena Urban Development Smart City Water Network,Urban Development,Madhya Pradesh,Morena,USR-00956,7,1350.99,1475,2328,98227239494.36,2022-11-18,2025-11-17,Possession,Completed,2022-11-18 09:00:00,2023-03-26 09:00:00
LG-001054,Thiruvananthapuram Urban Development Power Grid Link,Urban Development,Kerala,Thiruvananthapuram,USR-00937,17,2768.57,4357,7551,55593816880.02,2023-11-26,2027-11-25,Legal Resolution,Active,2023-11-26 09:00:00,2024-06-30 09:00:00
LG-001055,Firozabad Railway Freight Corridor Expansion,Railway,Uttar Pradesh,Firozabad,USR-00910,26,2100.85,3138,6699,71060235480.14,2023-06-03,2025-06-02,Possession,Active,2023-06-03 09:00:00,2023-12-21 09:00:00
LG-001056,Firozabad Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Uttar Pradesh,Firozabad,USR-00919,7,8485.35,1403,2536,64131764282.72,2021-11-13,2023-11-13,Compensation,Active,2021-11-13 09:00:00,2022-01-07 09:00:00
LG-001057,Kheri Railway Greenfield Connector,Railway,Uttar Pradesh,Kheri,USR-00910,1,5506.65,2885,5326,58700571343.36,2022-12-05,2024-12-04,Possession,On Hold,2022-12-05 09:00:00,2023-08-13 09:00:00
LG-001058,Prayagraj Highway Freight Corridor Expansion,Highway,Uttar Pradesh,Prayagraj,USR-00919,23,3541.97,3432,7809,66881265803.98,2018-10-06,2023-10-05,Documentation,Cancelled,2018-10-06 09:00:00,2018-12-20 09:00:00
LG-001059,Puri Urban Development Industrial Cluster Feeder,Urban Development,Odisha,Puri,USR-01001,34,4159.77,3352,5742,7595136341.09,2022-02-12,2025-02-11,R&R,Completed,2022-02-12 09:00:00,2022-04-24 09:00:00
LG-001060,Kendrapara Railway Irrigation Modernization,Railway,Odisha,Kendrapara,USR-01001,17,3899.66,4150,9035,32684946492.85,2018-05-26,2023-05-25,Compensation,Active,2018-05-26 09:00:00,2018-09-26 09:00:00
LG-001061,Etah Urban Development Smart City Water Network,Urban Development,Uttar Pradesh,Etah,USR-00910,15,9244.13,661,1241,35718640362.55,2023-01-16,2026-01-15,Notification,Completed,2023-01-16 09:00:00,2023-10-23 09:00:00
LG-001062,Madurai Urban Development Bypass Construction,Urban Development,Tamil Nadu,Madurai,USR-00888,10,6801.69,3716,6233,7972947121.19,2024-04-22,2028-04-21,R&R,Active,2024-04-22 09:00:00,2024-08-15 09:00:00
LG-001063,Medak Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,Telangana,Medak,USR-00893,35,2770.78,3330,5019,67809982598.22,2021-07-04,2027-07-03,Possession,Completed,2021-07-04 09:00:00,2021-10-14 09:00:00
LG-001064,Deoria Urban Development Smart City Water Network,Urban Development,Uttar Pradesh,Deoria,USR-00910,16,3509.03,2587,6029,37709439942.01,2022-09-15,2027-09-14,Approval,Completed,2022-09-15 09:00:00,2023-06-07 09:00:00
LG-001065,Mathura Metro Ring Road Phase II,Metro,Uttar Pradesh,Mathura,USR-00910,9,2054.62,2396,5001,52870298045.43,2018-01-14,2024-01-13,Possession,Active,2018-01-14 09:00:00,2018-06-26 09:00:00
LG-001066,Harda Highway Smart City Water Network,Highway,Madhya Pradesh,Harda,USR-00974,18,5166.43,371,643,78219614929.99,2023-11-24,2029-11-22,Compensation,Active,2023-11-24 09:00:00,2024-01-03 09:00:00
LG-001067,Rewa Highway Bypass Construction,Highway,Madhya Pradesh,Rewa,USR-00974,40,9607.97,2930,5495,89407129204.66,2020-01-09,2024-01-08,Notification,Active,2020-01-09 09:00:00,2020-04-13 09:00:00
LG-001068,Bhojpur Water Supply Power Grid Link,Water Supply,Bihar,Bhojpur,USR-00978,15,7054.79,4147,9301,26089011359.1,2019-08-09,2023-08-08,Documentation,Active,2019-08-09 09:00:00,2020-04-23 09:00:00
LG-001069,Karauli Railway Bypass Construction,Railway,Rajasthan,Karauli,USR-01004,36,1532.36,2885,5504,37757161366.32,2019-04-19,2024-04-17,Legal Resolution,Active,2019-04-19 09:00:00,2020-01-31 09:00:00
LG-001070,Shi Yomi Industrial Corridor Greenfield Connector,Industrial Corridor,Arunachal Pradesh,Shi Yomi,USR-00874,15,7490.51,3913,4848,26455367215.13,2019-08-24,2024-08-22,Notification,On Hold,2019-08-24 09:00:00,2020-06-12 09:00:00
LG-001071,Noney Highway Expressway Development,Highway,Manipur,Noney,USR-00961,30,6429.14,2949,5437,76073658836.24,2023-01-08,2025-01-07,Land Identification,On Hold,2023-01-08 09:00:00,2023-10-07 09:00:00
LG-001072,Barmer Canal Ring Road Phase II,Canal,Rajasthan,Barmer,USR-00943,32,2972.71,2068,3286,27634081859.04,2020-10-09,2026-10-08,Final Handover,Active,2020-10-09 09:00:00,2021-07-23 09:00:00
LG-001073,Vijayanagara Highway Industrial Cluster Feeder,Highway,Karnataka,Vijayanagara,USR-00882,7,7366.18,56,151,94845939887.79,2024-08-05,2028-08-04,R&R,Active,2024-08-05 09:00:00,2024-10-22 09:00:00
